Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 22:00,144.73,143.32,55.9,"2,906.40",53,"1,115.62","3,824.93",177.8,242.6,0.1
2/18/2021 22:10,146.15,144.45,55.46,"2,906.30",53,"1,116.35","3,822.32",177.79,242.59,0.1
2/18/2021 22:20,144.79,143.2,55.55,"2,905.30",53,"1,116.06","3,823.62",177.79,242.59,0.1
2/18/2021 22:30,145.59,144.08,55.72,"2,907.00",53,"1,116.79","3,822.17",177.79,242.59,0.09
2/18/2021 22:40,145.43,143.84,55.33,"2,906.30",53,"1,116.06","3,823.77",177.79,242.59,0.1
2/18/2021 22:50,145.7,144.15,55.53,"2,906.40",53,"1,115.77","3,822.17",177.79,242.59,0.07
2/18/2021 23:00,146.28,144.65,55.39,"2,905.90",53,"1,116.64","3,822.03",177.79,242.23,0.1
2/18/2021 23:10,145.23,143.96,55.74,"2,906.00",53,"1,116.35","3,821.59",177.79,242.59,0.1
2/18/2021 23:20,145.33,143.73,55.57,"2,906.10",53,"1,116.35","3,825.36",177.79,242.23,0.1
2/18/2021 23:30,146.15,144.58,55.45,"2,905.80",53,"1,116.06","3,821.01",177.79,242.23,0.1
2/18/2021 23:40,145.92,144.18,55.59,"2,905.90",53,"1,116.50","3,822.61",177.79,242.59,0.1
2/18/2021 23:50,145.99,144.31,55.91,"2,906.30",53,"1,115.62","3,823.19",177.79,242.59,0.1
2/19/2021 0:00,146.02,144.36,55.65,"2,907.00",53,"1,116.50","3,821.16",177.79,242.59,0.1
2/19/2021 0:10,145.41,143.81,55.7,"2,905.60",53,"1,116.50","3,822.75",177.79,242.59,0.1
2/19/2021 0:20,144.85,143.46,55.5,"2,905.00",53,"1,115.77","3,823.04",177.79,242.59,0.1
2/19/2021 0:30,146.18,144.57,55.72,"2,905.20",53,"1,116.35","3,823.19",177.79,242.59,0.1
2/19/2021 0:40,144.99,143.46,55.64,"2,906.00",53,"1,115.48","3,823.62",177.79,242.59,0.1
2/19/2021 0:50,145.95,144.44,55.56,"2,905.20",53,"1,115.92","3,823.33",177.79,242.59,0.1
2/19/2021 1:00,145.64,144.03,55.71,"2,906.30",53,"1,116.06","3,821.30",177.79,242.59,0.1
2/19/2021 1:10,144.71,142.96,55.73,"2,905.10",53,"1,116.35","3,823.48",177.79,242.59,0.1
2/19/2021 1:20,145.93,144.25,55.15,"2,905.70",53,"1,116.50","3,823.33",177.79,242.59,0.1
2/19/2021 1:30,145.79,144.13,55.63,"2,905.60",53,"1,115.77","3,822.17",177.79,242.59,0.1
2/19/2021 1:40,144.98,143.51,55.69,"2,905.90",53,"1,115.92","3,824.64",177.79,242.59,0.1
