Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 22:18,124.79,122.25,39.7,"2,110.40",49,941.3,"3,499.70",176.5,183.2,3.65
2/18/2021 22:28,124.19,121.95,39.41,"2,110.40",49,940.86,"3,500.90",176.45,183.2,3.85
2/18/2021 22:38,124.06,121.67,39.8,"2,110.40",49,941.3,"3,500.89",176.45,183.2,3.94
2/18/2021 22:48,123.65,121.37,39.4,"2,110.40",49,941.15,"3,499.72",176.45,183.2,3.77
2/18/2021 22:58,123.62,121.15,39.75,"2,110.40",49,941,"3,500.00",176.46,183.2,3.91
2/18/2021 23:08,123.38,121.03,39.54,"2,110.40",49,940.86,"3,499.42",176.48,183.2,4.13
2/18/2021 23:18,123.01,120.65,40.07,"2,110.40",49,941,"3,498.97",176.49,183.2,4.04
2/18/2021 23:28,122.96,120.5,39.06,"2,110.40",49,940.72,"3,498.97",176.48,183.26,3.87
2/18/2021 23:38,122.42,120.25,39.92,"2,110.40",49,940.58,"3,498.38",176.47,183.2,4.06
2/18/2021 23:48,122.48,120.2,39.2,"2,110.40",49,940.44,"3,498.24",176.47,183.2,3.62
2/18/2021 23:58,122.41,119.93,39.87,"2,110.40",49,940.16,"3,498.39",176.46,183.2,4.06
2/19/2021 0:08,122.46,119.92,39.42,"2,110.40",49,940.44,"3,498.10",176.46,183.2,4.13
2/19/2021 0:18,122.48,119.85,39.73,"2,110.40",49,940.3,"3,497.22",176.45,183.2,4.11
2/19/2021 0:28,122.52,119.65,39.78,"2,110.40",49,940.02,"3,497.39",176.47,183.2,4.2
2/19/2021 0:38,122.08,119.68,39.77,"2,110.40",49,940.16,"3,497.54",176.48,183.2,4.08
2/19/2021 0:48,121.89,119.63,39.46,"2,110.40",49,940.3,"3,498.10",176.45,183.2,3.91
2/19/2021 0:58,121.85,119.63,39.6,"2,110.40",49,940.3,"3,498.10",176.48,183.2,4.06
2/19/2021 1:08,122.14,119.66,39.83,"2,110.40",49,940.16,"3,496.80",176.48,183.2,4.06
2/19/2021 1:18,121.91,119.59,39.4,"2,110.40",49,939.74,"3,496.36",176.46,183.2,4.02
2/19/2021 1:28,122.37,119.77,39.85,"2,110.40",49,940.44,"3,495.95",176.45,183.2,3.96
2/19/2021 1:38,122.55,119.92,39.41,"2,110.40",49,940.02,"3,497.93",176.47,183.2,3.83
2/19/2021 1:48,122.54,119.88,39.67,"2,110.40",49,939.88,"3,497.09",176.46,183.2,3.83
2/19/2021 1:58,122.46,119.9,39.63,"2,110.40",49,940.02,"3,497.82",176.47,183.2,3.94
2/19/2021 2:08,122.49,119.92,39.66,"2,110.40",49,940.02,"3,497.37",176.48,183.2,4.05
2/19/2021 2:18,122.45,119.89,39.65,"2,110.40",49,940.16,"3,497.09",176.46,183.2,4.03
2/19/2021 2:28,122.47,120.19,39.76,"2,110.40",49,940.44,"3,497.09",176.47,183.2,3.97
2/19/2021 2:38,122.62,120.25,39.61,"2,110.40",49,940.58,"3,497.95",176.48,183.2,3.87
2/19/2021 2:48,122.97,120.47,39.59,"2,110.40",49,940.58,"3,498.67",176.49,183.2,4.01
2/19/2021 2:58,123.05,120.5,39.66,"2,110.40",49,940.3,"3,497.68",176.44,183.2,3.98
2/19/2021 3:08,122.93,120.74,39.54,"2,110.40",49,940.44,"3,498.54",176.48,183.24,3.94
2/19/2021 3:18,123.56,120.96,39.63,"2,110.40",49,940.86,"3,498.83",176.43,183.2,4.04
2/19/2021 3:28,123.67,121.32,39.56,"2,110.40",49,940.86,"3,500.45",176.48,183.2,3.91
2/19/2021 3:38,124.12,121.32,39.93,"2,110.40",49,941.01,"3,499.41",176.49,183.2,3.93
2/19/2021 3:48,124.19,121.61,39.31,"2,110.40",49,941.15,"3,499.27",176.46,183.2,3.8
2/19/2021 3:58,124.05,121.58,39.8,"2,110.40",49,941,"3,500.75",176.46,183.2,3.84
2/19/2021 4:08,124.1,121.61,39.53,"2,110.40",49,941.3,"3,500.74",176.46,183.2,3.9
2/19/2021 4:18,124.11,121.87,39.43,"2,110.40",49,941,"3,500.30",176.47,183.2,3.83
2/19/2021 4:28,124.22,121.89,39.69,"2,110.40",49,941.15,"3,499.70",176.5,183.2,3.83
2/19/2021 4:38,124.65,122.12,39.61,"2,110.40",49,941,"3,500.30",176.45,183.2,3.76
2/19/2021 4:48,124.59,121.99,39.86,"2,110.40",49,940.72,"3,500.00",176.46,183.2,3.94
2/19/2021 4:58,124.14,121.89,39.35,"2,110.40",49,940.86,"3,500.45",176.43,183.2,3.86
2/19/2021 5:08,124.41,121.91,39.7,"2,110.40",49,941.01,"3,500.17",176.47,183.2,3.81
2/19/2021 5:18,124.57,122.05,39.49,"2,110.40",49,940.87,"3,501.19",176.47,183.2,3.94
2/19/2021 5:28,124.61,122.19,39.88,"2,110.40",49,940.86,"3,499.70",176.46,183.2,4.06
2/19/2021 5:38,124.55,121.95,39.19,"2,110.40",49,941,"3,500.15",176.45,183.2,4.02
2/19/2021 5:48,124.06,121.87,39.76,"2,110.40",49,940.58,"3,499.28",176.47,183.2,4.05
2/19/2021 5:58,124.03,121.9,39.43,"2,110.40",49,940.86,"3,499.87",176.48,183.2,4.1
2/19/2021 6:08,124.01,121.86,40.01,"2,110.40",49,940.3,"3,500.75",176.48,183.2,4.01
2/19/2021 6:18,124.07,121.77,39.5,"2,110.40",49,940.58,"3,499.28",176.46,183.2,3.92
2/19/2021 6:28,124.11,121.81,39.82,"2,110.40",49,940.72,"3,501.34",176.49,183.2,4.09
