Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 21:42,176.73,169.94,90.32,"2,910.06",48.74,"1,045.02","4,100.20",180.84,222.34,0.55
2/18/2021 21:52,176.58,169.95,89.99,"2,911.68",48.92,"1,044.92","4,101.27",180.81,222.35,0.54
2/18/2021 22:02,176.39,169.68,90.26,"2,910.87",48.69,"1,044.96","4,100.65",180.81,222.33,0.56
2/18/2021 22:12,176.32,169.74,90.15,"2,912.49",48.84,"1,044.97","4,102.72",180.8,222.32,0.53
2/18/2021 22:22,175.86,169.17,90.03,"2,911.68",48.93,"1,044.82","4,101.53",180.8,222.24,0.53
2/18/2021 22:32,176.71,169.94,89.76,"2,905.20",48.82,"1,045.00","4,102.51",180.8,222.36,0.53
2/18/2021 22:42,176.59,169.88,89.95,"2,909.25",48.84,"1,044.77","4,102.09",180.81,222.37,0.53
2/18/2021 22:52,176.4,169.75,90,"2,910.87",48.88,"1,044.88","4,103.35",180.82,222.29,0.51
2/18/2021 23:02,176.62,169.99,89.78,"2,910.06",48.86,"1,044.71","4,102.07",180.8,222.36,0.51
2/18/2021 23:12,176.83,170.07,90.13,"2,910.87",48.96,"1,044.94","4,103.02",180.83,222.37,0.55
2/18/2021 23:22,176.52,169.84,89.89,"2,908.44",48.75,"1,044.80","4,102.09",180.81,222.34,0.57
2/18/2021 23:32,176.71,170,90.1,"2,910.87",48.65,"1,044.41","4,103.17",180.83,222.38,0.52
2/18/2021 23:42,177.01,170.24,90.15,"2,909.25",48.75,"1,044.27","4,103.39",180.83,222.35,0.54
2/18/2021 23:52,176.82,170.21,89.97,"2,912.49",48.9,"1,043.54","4,103.36",180.82,222.4,0.53
2/19/2021 0:02,176.51,169.79,89.88,"2,911.68",48.86,"1,043.10","4,104.73",180.8,222.39,0.52
2/19/2021 0:12,176.76,170.18,90.16,"2,914.11",48.83,"1,043.01","4,102.10",180.82,222.39,0.57
2/19/2021 0:22,176.36,169.42,90.3,"2,914.92",48.91,"1,042.82","4,101.63",180.81,222.37,0.53
2/19/2021 0:32,176.65,169.85,90,"2,912.49",48.9,"1,042.57","4,102.24",180.82,222.4,0.56
2/19/2021 0:42,176.33,169.51,89.99,"2,910.87",48.86,"1,042.63","4,104.04",180.81,222.39,0.51
2/19/2021 0:52,176.35,169.63,90.16,"2,912.49",48.83,"1,042.79","4,103.59",180.8,222.3,0.5
2/19/2021 1:02,176.26,169.54,90.3,"2,911.68",48.97,"1,042.69","4,102.27",180.81,222.41,0.54
2/19/2021 1:12,176.47,169.72,90.05,"2,910.06",48.85,"1,042.94","4,104.77",180.83,222.35,0.57
2/19/2021 1:22,176.1,169.38,90.39,"2,913.30",48.82,"1,043.08","4,102.31",180.84,222.34,0.54
2/19/2021 1:32,176.34,169.52,89.94,"2,910.87",48.77,"1,043.08","4,104.02",180.82,222.38,0.56
