Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 22:03,-,-,-,-,-,-,-,-,-,-
2/18/2021 22:13,295.7,172.45,78,"2,768.33",50.95,"1,132.43","4,401.80",179.74,183.6,0.16
2/18/2021 22:23,295.11,171.29,78,"2,778.80",50.91,"1,132.60","4,401.87",179.75,183.78,0.19
2/18/2021 22:33,295.47,172.11,78,"2,782.70",50.96,"1,132.71","4,402.04",179.72,183.6,0.14
2/18/2021 22:43,294.9,170.46,78,"2,778.40",50.98,"1,132.50","4,401.42",179.74,183.44,0.16
2/18/2021 22:53,295.1,170.95,78,"2,782.10",50.99,"1,132.45","4,401.10",179.73,183.61,0.18
2/18/2021 23:03,294.64,170.05,78,"2,778.90",50.82,"1,132.37","4,401.02",179.73,183.73,0.14
2/18/2021 23:13,294.46,169.62,78,"2,778.20",51.01,"1,132.54","4,401.05",179.73,183.63,0.18
2/18/2021 23:23,295.11,171.33,78,"2,778.20",50.88,"1,132.45","4,401.43",179.75,183.61,0.16
2/18/2021 23:33,295.36,172.05,78,"2,779.77",50.92,"1,132.30","4,402.03",179.73,183.46,0.18
2/18/2021 23:43,295.06,171.33,78,"2,776.00",50.98,"1,132.53","4,401.72",179.74,183.46,0.17
2/18/2021 23:53,294.74,170.04,78,"2,775.80",50.96,"1,132.28","4,401.34",179.76,183.65,0.18
2/19/2021 0:03,295.77,172.43,78,"2,780.10",50.98,"1,132.42","4,401.94",179.74,183.78,0.16
2/19/2021 0:13,295.64,172.32,78,"2,776.20",50.98,"1,132.37","4,402.21",179.73,183.81,0.18
2/19/2021 0:23,295.67,172.44,78,"2,780.30",50.92,"1,132.59","4,402.12",179.75,183.65,0.16
2/19/2021 0:33,294.84,170.6,78,"2,775.10",50.87,"1,132.42","4,401.51",179.72,183.58,0.17
2/19/2021 0:43,294,168.21,78,"2,776.40",50.98,"1,132.52","4,400.68",179.74,183.55,0.19
2/19/2021 0:53,295.42,171.69,78,"2,775.60",50.99,"1,132.36","4,401.66",179.73,183.62,0.15
2/19/2021 1:03,295.88,172.99,78,"2,776.80",50.89,"1,132.46","4,402.43",179.74,183.7,0.2
2/19/2021 1:13,295.54,171.89,78,"2,781.50",50.92,"1,132.53","4,401.93",179.75,183.59,0.15
2/19/2021 1:23,295.12,171.02,78,"2,777.50",51,"1,132.65","4,402.04",179.75,183.67,0.19
2/19/2021 1:33,295.01,170.94,78,"2,780.30",51.02,"1,132.54","4,401.62",179.76,183.58,0.16
2/19/2021 1:43,295.56,172.18,78,"2,776.80",50.9,"1,132.55","4,402.19",179.72,183.43,0.17
2/19/2021 1:53,296.1,173.51,78,"2,778.40",50.94,"1,132.47","4,402.76",179.76,183.58,0.17
2/19/2021 2:03,296.02,173.29,78,"2,782.80",51.06,"1,132.82","4,402.53",179.76,183.6,0.17
2/19/2021 2:13,295.58,172.36,78,"2,775.00",50.88,"1,132.47","4,402.21",179.74,183.64,0.16
2/19/2021 2:23,296.19,173.6,78,"2,776.50",50.97,"1,132.48","4,402.87",179.71,183.73,0.18
2/19/2021 2:33,295.66,172.78,78,"2,772.66",51.1,"1,132.56","4,402.44",179.74,183.62,0.16
2/19/2021 2:43,295.11,170.65,78,"2,778.25",50.91,"1,132.45","4,401.71",179.73,183.48,0.18
2/19/2021 2:53,295.32,171.57,78,"2,777.00",50.9,"1,132.47","4,402.15",179.76,183.8,0.15
2/19/2021 3:03,295.02,170.72,78,"2,780.20",51.03,"1,132.41","4,401.67",179.74,183.63,0.16
2/19/2021 3:13,294.93,170.41,78,"2,778.30",51.04,"1,132.49","4,401.39",179.72,183.76,0.17
2/19/2021 3:23,295.13,170.97,78,"2,775.80",50.87,"1,132.29","4,401.36",179.77,183.64,0.16
2/19/2021 3:33,295.27,170.93,78,"2,778.20",50.92,"1,132.37","4,401.68",179.75,183.68,0.18
2/19/2021 3:43,294.86,170.45,78,"2,774.50",51.02,"1,132.48","4,401.47",179.75,183.65,0.17
2/19/2021 3:53,294.88,169.99,78,"2,785.40",50.89,"1,132.34","4,401.39",179.72,183.75,0.15
2/19/2021 4:03,295.23,171.05,78,"2,778.20",50.88,"1,132.51","4,401.67",179.76,183.55,0.2
2/19/2021 4:13,295.09,170.81,78,"2,773.80",51.07,"1,132.50","4,401.64",179.74,183.61,0.13
2/19/2021 4:23,294.47,169.13,78,"2,781.50",51,"1,132.52","4,400.87",179.74,183.7,0.18
2/19/2021 4:33,294.49,169.22,78,"2,776.40",50.95,"1,132.56","4,400.98",179.75,183.68,0.15
2/19/2021 4:43,294.43,168.75,78,"2,774.50",51,"1,132.36","4,400.72",179.76,183.61,0.16
2/19/2021 4:53,294.27,168.75,78,"2,778.90",50.99,"1,132.39","4,400.53",179.73,183.74,0.19
2/19/2021 5:03,294.95,170.49,78,"2,781.50",50.88,"1,132.48","4,401.09",179.74,183.58,0.14
2/19/2021 5:13,295.23,171.1,78,"2,778.20",50.89,"1,132.24","4,401.38",179.73,183.51,0.19
2/19/2021 5:23,295.29,171.29,78,"2,776.90",50.88,"1,132.33","4,401.69",179.72,183.66,0.17
2/19/2021 5:33,295.46,171.68,78,"2,780.90",50.95,"1,132.30","4,402.11",179.76,183.55,0.15
2/19/2021 5:43,295.22,171.22,78,"2,779.00",50.97,"1,132.54","4,401.90",179.71,183.65,0.2
2/19/2021 5:53,294.9,170.11,78,"2,774.25",50.8,"1,132.18","4,401.16",179.73,183.68,0.15
2/19/2021 6:03,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:13,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:23,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:33,296.15,173.25,78,"2,779.16",50.95,"1,132.48","4,402.66",179.76,183.78,0.2
2/19/2021 6:43,296.03,172.7,78,"2,776.90",50.88,"1,132.59","4,402.29",179.73,183.64,0.14
2/19/2021 6:53,295.81,171.99,78,"2,780.20",50.8,"1,132.45","4,402.19",179.75,183.63,0.19
2/19/2021 7:03,295.19,170.97,78,"2,775.70",50.97,"1,132.50","4,401.80",179.76,183.77,0.15
2/19/2021 7:13,295.13,170.49,78,"2,778.40",51,"1,132.35","4,401.42",179.73,183.62,0.19
2/19/2021 7:23,294.99,170.64,78,"2,780.80",50.96,"1,132.54","4,401.23",179.71,183.49,0.16
2/19/2021 7:33,295.11,170.44,78,"2,776.80",51.05,"1,132.25","4,401.57",179.74,183.64,0.19
2/19/2021 7:43,296.01,173.02,78,"2,778.90",50.96,"1,132.33","4,402.17",179.75,183.64,0.17
2/19/2021 7:53,295.65,172.11,78,"2,778.40",50.88,"1,132.30","4,401.96",179.73,183.51,0.16
2/19/2021 8:03,296.18,172.93,78,"2,776.66",51.1,"1,132.57","4,403.12",179.76,183.55,0.2
2/19/2021 8:13,-,-,-,-,-,-,-,-,-,-
2/19/2021 8:23,-,-,-,-,-,-,-,-,-,-
2/19/2021 8:33,296.02,173.2,78,"2,780.55",50.82,"1,132.31","4,402.75",179.75,183.53,0.18
2/19/2021 8:43,296.14,173.25,78,"2,780.10",51.02,"1,132.44","4,402.57",179.75,183.54,0.15
2/19/2021 8:53,296.57,174.6,78,"2,779.60",50.94,"1,132.64","4,403.52",179.76,183.65,0.2
2/19/2021 9:03,295.92,173.33,78,"2,780.80",50.9,"1,132.57","4,402.90",179.74,183.49,0.15
2/19/2021 9:13,295.09,171.7,78,"2,777.00",50.96,"1,132.64","4,402.32",179.74,183.58,0.2
2/19/2021 9:23,294.59,170.76,78,"2,777.70",50.96,"1,132.33","4,401.85",179.72,183.52,0.15
