Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 22:13,121.27,116.75,40.46,"2,078.72",48,"1,030.34","3,566.26",180.97,145.22,0.16
2/18/2021 22:23,120.99,116.55,40.56,"2,079.91",48,"1,030.12","3,565.98",180.97,145.22,0.16
2/18/2021 22:33,120.67,116.22,40.51,"2,078.72",48,"1,029.71","3,565.61",180.97,145.23,0.16
2/18/2021 22:43,120.4,115.92,40.54,"2,079.91",48,"1,029.41","3,565.06",180.97,145.23,0.17
2/18/2021 22:53,120.39,115.78,40.44,"2,078.12",48,"1,029.16","3,564.87",180.97,145.22,0.17
2/18/2021 23:03,120.16,115.58,40.56,"2,080.50",48,"1,028.98","3,564.78",180.96,145.23,0.16
2/18/2021 23:13,119.89,115.35,40.51,"2,079.31",48,"1,028.71","3,564.35",180.96,145.22,0.16
2/18/2021 23:23,119.44,115,40.51,"2,079.31",48,"1,028.55","3,563.70",180.97,145.22,0.16
2/18/2021 23:33,119.24,114.85,40.51,"2,079.91",48,"1,028.30","3,563.77",180.96,145.22,0.15
2/18/2021 23:43,119.27,114.76,40.48,"2,078.72",48,"1,028.12","3,563.42",180.96,145.22,0.15
2/18/2021 23:53,119.05,114.57,40.53,"2,078.72",48,"1,028.04","3,563.27",180.96,145.22,0.16
2/19/2021 0:03,118.91,114.5,40.53,"2,077.53",48.01,"1,027.94","3,563.02",180.96,145.22,0.16
2/19/2021 0:13,118.78,114.22,40.44,"2,079.31",48,"1,027.82","3,562.90",180.97,145.22,0.16
2/19/2021 0:23,118.6,114.11,40.48,"2,079.91",48,"1,027.82","3,562.87",180.97,145.22,0.16
2/19/2021 0:33,118.71,114.14,40.48,"2,078.12",48,"1,027.76","3,562.85",180.97,145.22,0.16
2/19/2021 0:43,118.62,114.11,40.48,"2,079.91",48,"1,027.75","3,562.55",180.97,145.21,0.16
2/19/2021 0:53,118.68,114.07,40.53,"2,080.50",48,"1,027.84","3,562.58",180.96,145.21,0.16
2/19/2021 1:03,118.58,114.12,40.49,"2,078.12",48,"1,027.88","3,562.66",180.97,145.22,0.15
2/19/2021 1:13,118.63,114.06,40.58,"2,078.12",48,"1,027.93","3,562.49",180.96,145.21,0.16
2/19/2021 1:23,118.62,114.15,40.51,"2,079.31",48,"1,027.97","3,562.62",180.97,145.21,0.16
2/19/2021 1:33,118.96,114.28,40.56,"2,078.72",48,"1,028.14","3,563.35",180.96,145.21,0.16
2/19/2021 1:43,118.84,114.29,40.49,"2,079.91",48,"1,028.19","3,562.79",180.97,145.22,0.16
2/19/2021 1:53,118.89,114.27,40.44,"2,080.50",48,"1,028.30","3,563.19",180.97,145.21,0.16
2/19/2021 2:03,118.87,114.27,40.49,"2,078.72",48,"1,028.28","3,563.07",180.97,145.21,0.16
2/19/2021 2:13,119.03,114.4,40.53,"2,076.93",48,"1,028.36","3,563.17",180.96,145.21,0.16
