Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 22:06,-,-,-,-,-,-,-,-,-,-
2/18/2021 22:16,155.46,111.29,66.89,"3,563.45",53,"1,172.20","1,170.90",177.6,257,0.58
2/18/2021 22:26,155.97,112.45,66.94,"3,563.45",53,"1,172.02","1,171.44",177.61,257.03,0.66
2/18/2021 22:36,155.74,111.76,66.78,"3,562.59",53,"1,172.22","1,171.39",177.6,257.04,0.67
2/18/2021 22:46,155.63,111.73,66.91,"3,563.45",53,"1,172.22","1,171.26",177.61,257.03,0.68
2/18/2021 22:56,155.77,111.7,66.87,"3,563.45",53,"1,172.21","1,171.14",177.62,257.02,0.69
2/18/2021 23:06,155.96,112.13,66.85,"3,563.45",53,"1,172.33","1,171.23",177.63,257.04,0.69
2/18/2021 23:16,155.42,111.87,66.84,"3,563.45",53,"1,172.04","1,171.32",177.6,257,0.67
2/18/2021 23:26,155.48,111.72,66.81,"3,563.45",53,"1,172.18","1,171.26",177.6,257.11,0.66
2/18/2021 23:36,-,-,-,-,-,-,-,-,-,-
2/18/2021 23:46,156.15,112.45,66.81,"3,563.45",53,"1,172.15","1,171.26",177.61,257.04,0.7
2/18/2021 23:56,156.19,112.23,66.86,"3,563.45",53,"1,172.03","1,171.21",177.6,257.02,0.66
2/19/2021 0:06,156.05,112.14,66.81,"3,563.45",53,"1,172.34","1,171.29",177.62,257.08,0.66
2/19/2021 0:16,155.53,111.74,66.85,"3,562.59",53,"1,172.24","1,171.23",177.61,257.05,0.65
2/19/2021 0:26,155.58,111.92,66.77,"3,563.45",53,"1,172.25","1,171.27",177.62,257.03,0.64
2/19/2021 0:36,155.79,111.72,66.82,"3,563.45",53,"1,172.14","1,171.33",177.6,257.03,0.69
2/19/2021 0:46,155.31,111.37,66.83,"3,563.45",53,"1,172.02","1,171.00",177.61,256.99,0.68
2/19/2021 0:56,155.59,111.89,66.74,"3,563.45",53,"1,171.95","1,171.12",177.62,257.02,0.58
2/19/2021 1:06,156.12,111.67,67,"3,563.45",53,"1,172.45","1,170.95",177.6,257,0.7
2/19/2021 1:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 1:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 1:36,-,-,-,-,-,-,-,-,-,-
2/19/2021 1:46,-,-,-,-,-,-,-,-,-,-
2/19/2021 1:56,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:06,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:36,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:46,-,-,-,-,-,-,-,-,-,-
2/19/2021 2:56,155.24,110.96,66.89,"3,563.45",53,"1,172.30","1,171.65",177.65,257.15,0.72
2/19/2021 3:06,-,-,-,-,-,-,-,-,-,-
2/19/2021 3:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 3:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 3:36,-,-,-,-,-,-,-,-,-,-
2/19/2021 3:46,-,-,-,-,-,-,-,-,-,-
2/19/2021 3:56,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:06,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:36,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:46,-,-,-,-,-,-,-,-,-,-
2/19/2021 4:56,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:06,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:36,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:46,-,-,-,-,-,-,-,-,-,-
2/19/2021 5:56,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:06,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:16,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:26,-,-,-,-,-,-,-,-,-,-
2/19/2021 6:36,-,-,-,-,-,-,-,-,-,-
