Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 21:36,577.43,368.18,79.38,"2,092.99",45,991.24,"4,474.56",178.78,220.5,0.85
2/18/2021 21:46,578.21,368.12,79.41,"2,093.58",45,990.6,"4,474.96",178.77,220.48,0.78
2/18/2021 21:56,578.03,367.59,79.38,"2,092.99",45,989.95,"4,474.20",178.78,220.54,0.76
2/18/2021 22:06,577.37,367.89,79.44,"2,092.99",45.01,989.53,"4,473.51",178.79,220.51,0.84
2/18/2021 22:16,577.63,368.63,79.44,"2,093.58",45,989.01,"4,473.39",178.78,220.52,0.79
2/18/2021 22:26,578.98,370.42,79.39,"2,092.99",45,988.67,"4,475.20",178.78,220.66,0.76
2/18/2021 22:36,578.58,369.57,79.44,"2,093.58",45,988.51,"4,474.91",178.77,220.53,0.76
2/18/2021 22:46,580.66,372.14,79.49,"2,093.58",45,988.41,"4,477.59",178.74,220.53,0.79
2/18/2021 22:56,581.75,373.54,79.33,"2,092.99",45.01,988.5,"4,479.32",178.77,220.42,0.82
2/18/2021 23:06,583.74,375.44,79.33,"2,094.18",45,988.72,"4,481.35",178.77,220.49,0.78
2/18/2021 23:16,585.49,377.65,79.39,"2,092.99",45,989.06,"4,484.10",178.78,220.44,0.69
2/18/2021 23:26,585.8,378.09,79.34,"2,092.99",45,989.27,"4,484.61",178.77,220.38,0.68
2/18/2021 23:36,584.19,375.29,79.33,"2,094.77",45.01,989.59,"4,483.78",178.75,220.49,0.77
2/18/2021 23:46,581.98,372.23,79.41,"2,094.18",45,989.52,"4,481.37",178.76,220.37,0.69
2/18/2021 23:56,580.04,370.24,79.41,"2,093.58",45,989.4,"4,479.69",178.73,220.33,0.69
2/19/2021 0:06,578.66,368.64,79.43,"2,093.58",45,989.22,"4,477.94",178.76,220.33,0.75
2/19/2021 0:16,577.83,367.53,79.36,"2,094.18",45,988.93,"4,476.69",178.77,220.49,0.75
2/19/2021 0:26,575.82,365.09,79.34,"2,092.99",45,988.63,"4,474.87",178.77,220.51,0.73
2/19/2021 0:36,572.56,361.4,79.48,"2,092.99",45,988.32,"4,471.53",178.77,220.43,0.78
2/19/2021 0:46,572.61,360.66,79.44,"2,092.99",45,987.6,"4,469.70",178.77,220.48,0.74
2/19/2021 0:56,574.2,361.83,79.49,"2,092.99",45,987.34,"4,471.20",178.8,220.49,0.74
2/19/2021 1:06,574.86,360.92,79.43,"2,092.99",45,987.24,"4,472.92",178.79,220.3,0.75
2/19/2021 1:16,569.3,353.52,79.41,"2,092.99",45,986.96,"4,466.91",178.77,220.44,0.79
2/19/2021 1:26,567.13,351.68,79.48,"2,092.99",45,986.32,"4,464.14",178.78,220.51,0.78
2/19/2021 1:36,572.15,357.88,79.46,"2,093.58",45,985.9,"4,467.95",178.79,220.4,0.77
2/19/2021 1:46,576.63,364.77,79.53,"2,093.58",45,986.14,"4,474.46",178.77,220.38,0.71
2/19/2021 1:56,572.21,358.11,79.51,"2,093.58",45.01,986.26,"4,470.69",178.79,220.41,0.73
2/19/2021 2:06,562.1,344.66,79.46,"2,092.99",45,985.86,"4,460.73",178.78,220.22,0.66
2/19/2021 2:16,552.52,333.69,79.51,"2,092.99",45,984.7,"4,450.31",178.76,220.38,0.76
2/19/2021 2:26,551.29,333.4,79.63,"2,093.58",44.99,983.47,"4,447.83",178.73,220.34,0.71
2/19/2021 2:36,551.34,334.39,79.58,"2,093.58",45,982.58,"4,448.05",178.79,220.41,0.75
2/19/2021 2:46,551.7,335.22,79.59,"2,092.99",45,981.83,"4,447.71",178.77,220.38,0.81
2/19/2021 2:56,550.1,333.6,79.54,"2,093.58",45,981.2,"4,445.60",178.74,220.34,0.79
2/19/2021 3:06,551.36,335.56,79.56,"2,092.99",45,980.71,"4,446.67",178.76,220.41,0.84
2/19/2021 3:16,555.44,339.98,79.53,"2,093.58",45,980.53,"4,450.24",178.77,220.28,0.78
2/19/2021 3:26,561.94,348.41,79.53,"2,092.99",45,980.63,"4,457.55",178.78,220.36,0.8
2/19/2021 3:36,562.86,350.54,79.51,"2,093.58",45,981.22,"4,460.42",178.74,220.44,0.77
2/19/2021 3:46,568.66,356.08,79.41,"2,093.58",45.01,981.83,"4,466.74",178.75,220.42,0.84
2/19/2021 3:56,573.58,363.21,79.53,"2,092.99",45,982.58,"4,471.61",178.75,220.26,0.79
2/19/2021 4:06,577.52,368.05,79.48,"2,094.18",45.01,983.66,"4,477.20",178.77,220.36,0.76
2/19/2021 4:16,582.44,374.3,79.43,"2,093.58",45,984.9,"4,482.90",178.74,220.41,0.71
2/19/2021 4:26,588,380.97,79.38,"2,093.58",45,986.21,"4,489.75",178.78,220.57,0.7
2/19/2021 4:36,592.32,385.68,79.34,"2,092.99",45,987.6,"4,494.82",178.78,220.44,0.68
2/19/2021 4:46,595.48,389.64,79.28,"2,092.99",45,988.93,"4,498.63",178.76,220.41,0.78
2/19/2021 4:56,597.12,391.89,79.38,"2,092.99",45,990.26,"4,501.61",178.79,220.35,0.76
2/19/2021 5:06,598.23,391.99,79.34,"2,094.77",45,991.24,"4,501.98",178.78,220.4,0.85
2/19/2021 5:16,597.87,391.29,79.28,"2,092.99",45,992.22,"4,501.98",178.76,220.55,0.78
2/19/2021 5:26,598.63,393.41,79.38,"2,092.99",45,992.9,"4,502.79",178.78,220.48,0.78
2/19/2021 5:36,599.82,394.07,79.29,"2,092.99",45,993.57,"4,503.36",178.78,220.62,0.78
2/19/2021 5:46,599.44,393.11,79.29,"2,092.99",45,993.97,"4,502.63",178.74,220.64,0.77
2/19/2021 5:56,598.14,390.73,79.36,"2,092.99",45,994.24,"4,501.12",178.78,220.53,0.82
2/19/2021 6:06,597.65,388.91,79.34,"2,092.99",45,994.42,"4,499.94",178.79,220.42,0.71
2/19/2021 6:16,595.52,385.72,79.39,"2,092.99",45,994.26,"4,497.15",178.79,220.54,0.84
2/19/2021 6:26,594.78,385.36,79.33,"2,092.99",45,994.12,"4,495.50",178.78,220.56,0.77
2/19/2021 6:36,592.98,382.57,79.34,"2,093.58",45,993.73,"4,492.86",178.78,220.49,0.81
2/19/2021 6:46,598.56,389.13,79.38,"2,093.58",45,993.7,"4,497.87",178.76,220.4,0.85
2/19/2021 6:56,596.9,385.86,79.28,"2,093.58",45,993.82,"4,497.19",178.76,220.52,0.75
2/19/2021 7:06,588.78,373.42,79.39,"2,092.99",45,993.54,"4,489.00",178.75,220.46,0.8
2/19/2021 7:16,578.93,359.87,79.44,"2,093.58",45,992.62,"4,478.51",178.77,220.3,0.7
2/19/2021 7:26,567.53,345.19,79.39,"2,093.58",45,991.11,"4,466.22",178.76,220.38,0.68
2/19/2021 7:36,554.9,329.56,79.54,"2,092.99",45,988.99,"4,460.00",178.74,220.44,0.78
2/19/2021 7:46,542.5,315.71,79.53,"2,092.99",44.99,986.46,"4,450.37",178.76,220.37,0.72
2/19/2021 7:56,539.81,318.25,79.61,"2,092.99",45.01,983.89,"4,443.89",178.75,220.36,0.74
2/19/2021 8:06,540.35,324.73,79.7,"2,092.99",44.99,981.66,"4,437.81",178.76,220.44,0.72
2/19/2021 8:16,542.51,331.83,79.61,"2,093.58",45,980.28,"4,433.48",178.8,220.43,0.79
2/19/2021 8:26,544.67,338.46,79.51,"2,094.18",45,979.26,"4,435.03",178.78,220.2,0.75
2/19/2021 8:36,546.56,343.49,79.56,"2,094.18",45,978.45,"4,436.89",178.75,220.36,0.7
2/19/2021 8:46,548.22,350.37,79.49,"2,093.58",45,978.32,"4,440.12",178.77,220.2,0.74
2/19/2021 8:56,552.1,358.38,79.51,"2,092.99",45,978.23,"4,445.17",178.78,220.23,0.8
2/19/2021 9:06,556.38,365.67,79.44,"2,092.99",44.99,978.65,"4,450.75",178.77,220.28,0.67
2/19/2021 9:16,559.46,370.74,79.44,"2,093.58",45,979.3,"4,455.80",178.76,220.19,0.7
