Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION
2/18/2021 21:37,101.02,97.63,33.07,"3,251.51",50,523,"3,028.32",176.14,183.8,0.4
2/18/2021 21:47,100.92,97.3,32.89,"3,250.65",50.03,522.91,"3,028.79",176.14,183.8,0.45
2/18/2021 21:57,101.07,97.46,33.08,"3,251.51",50,523.18,"3,028.96",176.14,183.8,0.43
2/18/2021 22:07,101.45,97.9,33.14,"3,250.65",50.02,523.46,"3,030.78",176.13,183.8,0.41
2/18/2021 22:17,99.98,96.52,33.02,"3,249.79",50,523.14,"3,026.17",176.17,183.8,0.42
2/18/2021 22:27,100.8,97.33,33.14,"3,249.79",49.98,523.4,"3,026.11",176.13,183.8,0.4
2/18/2021 22:37,100.86,97.18,33.17,"3,249.79",50,523.27,"3,027.34",176.13,183.8,0.4
2/18/2021 22:47,100.78,97.25,33.15,"3,252.37",50.01,523.54,"3,029.30",176.14,183.78,0.44
2/18/2021 22:57,101.21,97.42,33.19,"3,251.51",50.03,523.76,"3,028.53",176.12,183.8,0.41
2/18/2021 23:07,100.57,96.79,33.02,"3,248.93",49.99,523.59,"3,028.32",176.15,183.8,0.41
2/18/2021 23:17,100.91,97.31,33.09,"3,249.79",49.99,523.85,"3,027.65",176.15,183.8,0.43
2/18/2021 23:27,100.36,96.65,33.21,"3,247.20",50.01,523.66,"3,026.13",176.15,183.8,0.42
2/18/2021 23:37,100.34,97.02,33.07,"3,248.93",50,523.66,"3,025.76",176.16,183.8,0.38
2/18/2021 23:47,101.32,97.9,32.92,"3,251.51",50,523.92,"3,027.62",176.16,183.8,0.41
2/18/2021 23:57,101.78,98.17,33.23,"3,248.06",50.02,524.03,"3,030.94",176.12,183.8,0.41
2/19/2021 0:07,101.07,97.41,33.1,"3,246.34",49.99,523.99,"3,027.93",176.14,183.8,0.38
2/19/2021 0:17,101.67,97.95,33.25,"3,248.93",50.01,524.31,"3,028.73",176.13,183.8,0.38
2/19/2021 0:27,100.84,97.31,33.09,"3,249.79",49.98,524.1,"3,027.24",176.16,183.8,0.4
2/19/2021 0:37,100.21,96.68,33.38,"3,248.93",50,524.01,"3,023.87",176.15,183.8,0.41
2/19/2021 0:47,100.95,97.54,33.22,"3,250.65",50,524.14,"3,024.75",176.15,183.8,0.42
2/19/2021 0:57,100.56,96.84,33.24,"3,248.93",50,523.88,"3,024.43",176.17,183.8,0.42
2/19/2021 1:07,100.49,96.74,33.1,"3,251.51",49.99,524,"3,027.24",176.13,183.8,0.39
2/19/2021 1:17,100.37,96.74,32.94,"3,253.23",49.99,523.91,"3,023.27",176.13,183.8,0.41
2/19/2021 1:27,100.66,96.87,33.17,"3,251.51",50.03,523.87,"3,024.95",176.16,183.8,0.4
2/19/2021 1:37,100.55,97.21,33.38,"3,248.93",50,523.96,"3,025.50",176.12,183.8,0.4
2/19/2021 1:47,101.27,97.51,33.07,"3,252.37",50.02,524.03,"3,025.17",176.15,183.8,0.39
2/19/2021 1:57,100.99,97.31,32.98,"3,248.06",50.02,523.9,"3,023.69",176.14,183.8,0.42
2/19/2021 2:07,101.02,97.41,33.3,"3,252.37",50,523.93,"3,024.55",176.15,183.8,0.41
2/19/2021 2:17,100.77,97.17,33.16,"3,248.93",50,523.8,"3,023.33",176.13,183.8,0.42
2/19/2021 2:27,100.85,97.2,32.99,"3,251.51",50.01,523.98,"3,024.74",176.11,183.79,0.41
2/19/2021 2:37,100.91,97.29,33.23,"3,250.65",50.02,523.73,"3,022.79",176.13,183.8,0.4
2/19/2021 2:47,101.25,97.6,33.08,"3,250.65",49.98,523.74,"3,023.78",176.15,183.8,0.39
2/19/2021 2:57,100.81,97.11,33.19,"3,247.20",50.02,523.6,"3,023.52",176.17,183.8,0.41
2/19/2021 3:07,100.97,97.6,33.06,"3,251.51",50,523.73,"3,024.53",176.16,183.8,0.38
2/19/2021 3:17,100.5,97.06,33.42,"3,249.79",49.99,523.45,"3,022.63",176.15,183.8,0.4
2/19/2021 3:27,100.77,96.81,33.45,"3,249.79",50,523.42,"3,023.40",176.13,183.8,0.4
2/19/2021 3:37,100.36,96.99,33.38,"3,248.93",50.01,523.34,"3,022.07",176.15,183.8,0.4
2/19/2021 3:47,100.07,96.33,33.08,"3,248.93",50.01,523.15,"3,020.29",176.15,183.8,0.4
2/19/2021 3:57,101.17,97.75,33.05,"3,249.79",49.98,523.4,"3,022.53",176.18,183.8,0.42
2/19/2021 4:07,100.36,96.73,33.03,"3,250.65",50.01,523.06,"3,021.01",176.15,183.81,0.42
2/19/2021 4:17,101.82,98.26,33.29,"3,252.37",50,523.39,"3,025.44",176.14,183.8,0.41
2/19/2021 4:27,101.49,97.75,33.05,"3,254.09",50,523.16,"3,023.48",176.12,183.8,0.41
2/19/2021 4:37,101.11,97.28,33.56,"3,249.79",49.98,523.12,"3,022.33",176.13,183.8,0.41
2/19/2021 4:47,100.99,97.29,33.12,"3,251.51",50.01,523.05,"3,019.36",176.14,183.8,0.41
2/19/2021 4:57,100.78,97.11,33.27,"3,248.06",49.99,522.88,"3,020.72",176.14,183.8,0.43
2/19/2021 5:07,101.22,97.47,32.67,"3,249.79",49.99,522.83,"3,020.35",176.13,183.8,0.41
2/19/2021 5:17,101.27,97.5,33.01,"3,249.79",50.01,522.77,"3,022.62",176.13,183.8,0.41
2/19/2021 5:27,100.5,96.99,33.17,"3,251.51",49.99,522.75,"3,019.74",176.12,183.8,0.4
2/19/2021 5:37,101.12,97.55,33.17,"3,251.51",49.99,522.81,"3,022.47",176.12,183.8,0.4
2/19/2021 5:47,101.08,97.65,33.25,"3,251.51",49.99,522.8,"3,024.86",176.14,183.79,0.42
2/19/2021 5:57,100.66,97.11,33.24,"3,248.93",49.97,522.45,"3,019.08",176.12,183.8,0.41
